Essay ID,essay_set,essay,Content,Prompt Adherence,Language,Narrativity
12392,5,"The mood created by the author in. the memoir were changing all through the book. In the begining he feels normal explaining his life and how important his parents are to him. When he explaines how important his parents are to him, he feel greatful and happy for all thing his parent impacted his life. In the middle of the memoir he explaininig how his life is like how he like how he came out in life. At the end he is looking back at his life as a little kid and how he has improved his life.",2,2,2,2
12393,5,"Based on the memoir the mood created by the author in the memoir was filled with lots of love and satisfaction. It was filled with love and satisfaction because Narciso and family loves everyone for who they are. People from all over came and be apart of the family and it was alright with them. It said in paragraph @NUM1 that growing up in there environment instilled in them a great sense that ""family"" had nothing to do with being a blood relative. In there neighborhood, despite customs elsewhere, all of the cultures came together in great solidarity and friendship. They were all proud and happy with everyone coming together as a family. In paragraph @NUM2 Narciso said that he will always be grateful to his parents for their love and sacrifice. Narciso had a loving mood because he is grateful for what his parents done for him. Last but not least in paragraph @NUM3 Narciso also had a mood of love and thankfulness because he learned the real definition of family and love. Narciso proclaimed, ""I will never forget how my parents turned this simple house into a home.",3,3,3,3
12394,5,The mood created by the author in the memoir was love. One way that he expressed this in the memoir was by saying that his man had let in other immigrants to their house. Also a way that this was expressed was by saying that his parents selflessly left Cuba to get a better life for their children. Furthermore the author of the memoir expressed this by saying that his family turned this simple house into a home. This is the mood that the author created in the memoir,2,2,3,2
12395,5,"The mood the @CAPS1 creats in the memoir is a mixture. In reading the story you feel happy, and greatfull, this is because the @CAPS1 is stating how great her family and friends were, along with how great her life was. She also states that you dont need alot of money or a big house to be happy. In paragraph @NUM1 she says ""I will always be greatfull to my parets for their love and sacrifice."" This says to me, that very happy and she very greatfull to have parents like she does and that she would never want to loose them. She also states in paragraph @NUM1 ""in reality there is no way to express my gratitude for the spirit of generosity..."" To me, everyone should be this gratfull to their family and loved ones because you never know when you're going to loose one",3,3,3,3
12398,5,"In the memoir, @PERSON1 by @PERSON2 the mood he created was being grateful.The mood the author @PERSON1 had in the memoir was grateful. He was very grateful that his parents loved and sacrifice thier carrers for him.He learned the real definition of a ""family"". On paragraph @NUM1 Narciso says ""I will never forget that house or its gracious neighborhood or the many things I learned there about how to love."" Narciso's mood he's being grateful about the unity he had at the place he called Home. With many diverse immigrants mostly Spanish, Cuban and a few Italian people.In conclusion, Narciso Rodriguez was very grateful about the oppurtunities that was left for him. Now he's a international clothing designer. He will never forget the days he had in the traditional Cuban Home.",3,3,2,3
12400,5,"The mood the author created was a peaceful mood. She was bringing up good memories of her past life in her home. She was saying how she was eternally greatful for everything her parents gave her and taught her. Her parents tought her much about her heritage when she was young and kind, she lived in a very diverse area growing up there were Spanish, @CAPS1, and @CAPS2. There were times of racism and violence. The overall mood she created in this memoir was sad, happy and peaceful.",3,2,3,2
12402,5,"In the memoir ""Narciso Rodriguez"" from Home: The Blueprints of Our lives, there are many moods. There are happy, grateful, stressed, calm, relaxed and harsh moods. Some are happy moods because they have each other. There are grateful mood because of all that Narciso's parents did for him. There are stressed moods because his parents don't get the jobs they deserve. There are calm moods to show the contentness he had in his home. There are relaxed moods to explain the feelings he had for his life and there was even harsh moods to show the tough times they went through and such. Even though some moods are good and some are bad. This story shows the love they have for each other and that even though they might go through some hard times. They can stick through it together.",2,2,2,2
12403,5,"Based on the memoir ""Narciso Rodriguez"" by Narciso Rodriguez, the author created a mood. First of all in paragraph @NUM1 Narciso says ""here the innocent of childhood, the congregation of family and friends, endless celebrations... That formed the backdrop to life in our warm home."" This means that the author was trying to convey a happy sort of mood the setting that they were surrounded with me that the foundation to their warm spirited home as it said ""the backdrop life of our warm home."" @CAPS1 it also has a homey feeling. Second of all it also says ""family had nothing to do with being a blood relative."" This means that he felt he was close enough to everybody in his community it was like family. They were all each other had anything not matter where they came from. Finally, in paragraph @NUM2 Narciso says ""I've often told them of my admiration for their strength, and perseverance, and thank them repeatedly for that."" This means that the author is trying to convey is thanks and gratitude on who his parents made him. In conclusion the author created in mood through this memoir that family has many different meanings.",3,3,3,3
12404,5,"Narciso Rodriguez uses a grateful and content mood in her memoir. @CAPS2 describes her house is warm and says that ""family had nothing to do with being a blood relative."" Rodriguez is grateful that @CAPS2 had people who cared for her when @CAPS2 was growing up. Also, Rodriguez states that the cultures in her neighborhood had ""solidarity"" or unity. @CAPS2 was happy that everyone in her neighborhood got along. Rodriguez says that her parents came to @CAPS1 ""selflessly"", and this shows her appreciation for their decision. Furthermore, the author states that @CAPS2 is grateful for her parents ""love and sacrifice."" @CAPS2 describes her parents as courageous and having strength as well as perserverance. Finally, Rodriguez says that her parents ""turned this simple house into a home"". In summary, the readers can see now Narciso Rodriguez's positive mood in her memoir.",2,2,3,2
12406,5,"In the memoir, the mood the author creates is peaceful. @PERSON1 says his family has a warm home, which means it's nice and quiet. Where @PERSON1's family lived, the different cultures that lived in the neighborhood were friendly with each other. In @PERSON1's family, they had countless extended family members who usually joined the family at the table for a nice meal and family get together. @PERSON1's family welcomed many people to their family. @PERSON1 was very grateful to his parents for their love and sacrifice. His family had many rich culinary skills. Their best skill was cooking, which was fun and relaxing to them. Finally, growing up in the environment in New Jersey gave @PERSON1 a great sense that ""family had nothing to do with being a blood relative."" Clearly, @PERSON1 and his family were very friendly and did many things that were peaceful.",2,2,2,2
12407,5,"The author definatly created a mood when he wrote the memoir. The mood is love. All throughout the memoir, he talked about how his parents love of him had them leave their countries and come to the US. Because they loved him and wanted him to have a good life they left Cuba, everyone they knew and loved, the jobs they had, and started all over. Their families love turned the house into the home he loves. They brought the culture of Cuba into their new home with decorations and ""the very heart of which was the kitchen. The memoir's mood is the love of the author's parents to him.",2,3,3,2
12408,5,"Narciso Rodriguez, a clothing designer, wrote a memoir on his ideas about family. I believe the author set a very personal mood in this story. This is not unexpected considering it is a memoir however there were few statement facts and everything was personal experience. Along with personal the memoirs also show a very loving and happy lifestyle they lived. For example there was always Cuban music playing along with Cuban food and the parents would always host a person in the house is time to get back on their feet. Above all the author clearly shows his love for his parents. ""I will always be grateful to my parents for their love and sacrifice."" With this the author clearly shows the mood for love and happiness.",1,1,3,2
12409,5,The story I just read was inspiring. I relized that your true blooded family isnt only your family theres other people that you can bond with and after a little while you can become family according to how close. The mood created my the author was happy. It was happy because everything he said in this story was true and it made me feel lucky to have such a great family and freiends that I call family.,2,1,2,2
12410,5,"The mood about the @CAPS1's memoir is his happiness and caring and the selflessness. According to the text in @CAPS2 @NUM1, ""I will always be grateful to my parents for their love and sacrifice. That's how the mood describes the @CAPS1 memoir of Narciso Rodriguez background and his family.",1,1,2,2
12412,5,"The mood of this memoir is happy and grateful. The narrator is grateful for all the great times in life him and his parents had together. He is happy that said ""times"" were so great.He is grateful for the happy times they had together like cooking, music, and so on. But he is mostly grateful for his parents turning his house into a home.",1,1,2,2
12414,5,The mood about the memoir was more of an up set memoir because of the way he was talking about his life.,0,0,0,0
12415,5,"The author sets many moods for the reader in his memoir from Home: The Blueprints of our Lives. The first and most dominant mood is a sense of family or friendship. The author constantly describes how his family's generosity made his apartment into a friendly place with the constant coming and going of relatives, distant and close. Next the author installed a sense of warmth. The very idea of this family moving from cuba into this three room apartment for their son really gives any reader some sense of warmth. Finally the author gives us a Sense of culture. As early as paragraph @NUM1 the author writes...""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful. Passionate Cuban music (which I still adore today) filled the air..."" In these ways, the author reaches out to his readers with the mood of friendship, warmth, and culture to give us a taste of his life with his adoring parents in this small three room house he called home.",2,2,2,2
12416,5,"@ORGANIZATION1 creates a warm, comforting mood in a piece of Home: The Blueprints of Our Lives. He does this by explaining what goes on in a positive light. Here, the innocence of childhood, the congression of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm homes."" This quote uses words like celebrations and warm to show that this place was a comforting place that always had a great time. This shows how Narciso Rodriguez created this warm, comforting mood.""",2,2,3,2
12417,5,"In the memoir ""Narciso Rodriguez from Home: The Blueprints of Our Lives"", the mood created by the author is gratefull and family. Throughout the memoir, Narciso Rodriguez talks about his life growing up. Readers read things like: ""My mother and father had come to this country with such courage,"" and ""Growing up in this environment instilled in me a great sense that ""family"" had nothing to do with being a blood relative."" @CAPS1, towards the end, the author explains that he is very grateful to have his parents: ""I will always be grateful to my parents for their love and sacrifice."", and ""in reality, there is no way to express my gratitude for the spirit of generousity impressed upon me at such an early age and the demonstration of how important family and friends are."" @CAPS2, Narciso Rodriguez was greatly influenced by his family during his childhood, and his memoir shows that along with how grateful he will always be.",2,3,3,2
12418,5,"There is a very distinct mood set by Narciso in this passage. He talks about Faith, love, courage, and just the overall niceness of his home and community. He speaks of the ""innocence of childhood"" and the ""gratitude for the spirit of generosity"" impressed upon him at a young age. I believe the mood is one of gratitude, gratitude of how his parents struggled to raise him right and well. He is grateful for his home, his family, and his community, of course he ""groups"" the last two together because of the deep, emotional way they all felt. Gratitude is one thing so he doesn't have.",3,3,3,3
12419,5,"The mood created by the auther in the memoir was showing the feeling he had when it came towards the things he had. In the article it says ""Growing up in this environment instilled in me a great sence that family had nothing to do with being a blood relative."" Also his family was always happy. In the text it said ""My parents always kept their arms and their door open to many people that were considered family"".Last but not least experiencing the new life even when they left everything behind. In the article it said ""Many immigrants give their children a better life even when it meant leaving everything they loved.",2,2,2,2
12420,5,"In the memoir the author obviously seems to be grateful and thankful because he states it multiple times in the passage. When he is recalling all the memories he had it proves to be a warm and happy mood. The cookings skills that his parents passed on to him he says that he's grateful for and passionate Cuban music he says that he still adores to this day. The author also states that there's not only a sense of family in being a blood relative but in the neighborhood as well. All the different cultures of his neighborhood; Spanish, Cuban and Italian came together in a great solidarity and friendship. The author is so thankful in fact that he's actually told his parents that he could have never done something as courageous as they did. The mood of the memoir is so strong in a positive way because he also writes that there is no way for him to express his gratitude for the spirit of generosity impressed upon him at such an early age. To wrap up his memoir he mentions that he will never forget how his parents turned a simple house into a home.",4,4,4,4
12421,5,"I particullarly like this one beacous in this story the author sets a good happy, Cultural @CAPS1 to the story. I @CAPS2 the Culture and how you need to appreciate what you have. And it @CAPS2 what his parents Did for there Children @CAPS4 that they could have a better life in a new country.",1,1,2,2
12422,5,"The author's mood was a very grateful and good mood throughout the memoir. The author loved everything about these memory's. For example, ""and a love of cooking that is still with me today (for which I am eternally gratefu)"". The author shows that he is in a good mood by saying he is eternally grateful. His mood was also very appreciative. For example, ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind families..."". The author is very thankful and appreciative to his parents that came to the United States from Cuba just for him. He has thanked them many times. The author also shows his gratefulness again at the end of the passage. For example, ""I will always be grateful to my parents for their love and sacrifice"". The authors parents bought a house that was big enough for his family and his mood was grateful due to his parents. Lastly, the authors mood was very thankful. For example, ""It was here where I learned the real definition of ""family"". The author shows that he learns family and is very thankful to his parents for that. That's how the authors mood was.",4,3,3,3
12423,5,"In the memoir, ""Narciso Rodriguez"" from Home: The Blueprints of Our Lives, described the mood created by the @CAPS1. The mood was @CAPS2, grateful, and proud.The mood of the memoir was @CAPS2. For example, Narciso and his parents had to leave there home and Come to the United States where they all Struggled financially and personally living through the cold winters and facing Cultural hardships.However, the mood was also grateful. Narciso was very grateful for his Parents for all that they have sacrificed for him to have a better life and all that they have taught him made the moode of the memoir grateful.Lastly, the mood was also proud. The parents come to the Country with such courage without any Knowledge of the language or the culture, leaving all there families and friends behind. Just so that there @CAPS3 Could have a better Life made the mood and the reader's proud of the parents.These were the moods created by the @CAPS1 in this memoir.",2,3,3,3
12424,5,"In his memoir, Narciso Rodriguez portrays a happy mood. First he says how grateful he is for the customs passed down to him. Rodriguez writes, ""My parents both shared cooking duties and unwittingly passed on to me there rich culinary skills and a love of cooking that is still with me today (And) for which I am eternally grateful). Passionate Cuban music (which I adored to this day) filled the air, mixed with the aromas of the kitchen."" (@CAPS1 @NUM1). This shows him grateful to his parents for passing on their culture to him. Next he writes about how they regularly had large dinners where they invited neighbors. Rodriguez writes, ""My parents always kept their arms and their doors open to the many people we considered family knowing that they would do the same for us."" (@CAPS1 @NUM2). He is happy about how they invited many people over for dinner, and because of this they made many friends. Lastly, he thanks his parents a lot. Rodriguez writes, ""I've often told him of my admiration for their strength and perseverance, and I thanked them repeatedly. (@CAPS1 @NUM3). This shows his happiness for his parents risking their lives for him to have a better life. Clearly in his memoir @PERSON1 portrays a happy mood.",3,4,4,4
12425,5,"Immagrants from Cuba to the @CAPS1 usuely had to undergo a tough transitien. It took buckets full of curage and modevation to get through this huge transitien. Narciso Rodriguez's famly whent through this move using family power and the love they had for each other. It was a big change for them to be in a one room apartment to a @NUM1 room apartment. Through the memoir there was a mood of satisfaction and love for Cuba. For example, the memoir stated many times how much Narciso enjoyed the Cuban food and music and treditiens. Also the satisfaction mood comes out when Narciso talkes about how fortunate he is that his parents were willing to take the risk of moving to @CAPS2 to give him a better life. This showes that the love of a parent is stronger than enything in the world. Another mood is relieve. for example Narciso is relieved that his family made it to @CAPS2 sofly and sand. This article is a perfect example that family is all you have in the end and that nomatter what they are there for you.",1,1,2,2
12426,5,"in the Narciso Rodriguez the author in the memoir for @ORGANIZATION1 is ""Growing up in this environment instilled"" this prove that how he grow up.Another @CAPS1 is to give their children a better life.this show that the children well get what they want. all this show that where was he born how he got her and him getting a better life",1,0,0,0
12430,5,"In the memoir, Narciso Rodriguez, by Narciso Rodriguez, he sets a mood of thankfulness toward his parents. Narciso tells of how his parents immigrated from Cuba to the @LOCATION1. He tells of the hardship of the sacrifice they went through. In this memoir, Narciso says one line over and over. It is ""I have thank them (his parent) repeatedly (Rodriguez @NUM1)"". He is also grateful for his parents love and sacrifice. In the last sentence he says, ""I will never forget how my parents turned this simple house into a home"" (Rodriguez @NUM1). In conclusion, Narciso is grateful of his parents sacrifice for a better life of their child. ",2,2,3,2
12431,5,The mood created by the auther in the memoir is that he was happy about his parence sacrinefying to what they wanted for themselfs and thinking about the family and what they needed. Also show them how @LOCATION1 is different from Cuba. They show him how to love because well his mother would invite people who can't find a job can stay there unil they can get back on there feet. This is how the author fells about the memoir.,1,1,1,1
12433,5,"The mood is nutral in the authors memoir. he speaks about his house and family. He tells the reader how greatfull he was have loving parents, stated in line @NUM1 parigraph @NUM2. The author also speaks about how important his family and friends were/are. The mood is somewhat happy because he was remembering the good times he had as a child growing up with his Cuban family.",1,1,1,1
12435,5,The author wanted people to understand the story's and to make it easy to read whats it is about.,0,0,0,0
12437,5,"The mood that the author in the memoir has created is a soft happy and @CAPS1 mood. He trys to say how grateful and happy about his memoir. An example is ""My parents both shared cooking duties and unwittingly passed on to me their Rich culinary Skills and a love of cooking that is still with me today (and for which I am enternally gratefull)"" OR ""Passionate Cuban Music (Which I adore to this day). His mood is also saying that hes happy for what he has because he said that his parents are very couragous and he could of never did what they did. The authors mood is very grateful.",1,1,2,1
12438,5,"In the excerpt by Narciso Rodriguez, the mood of his home is created. The mood in his home is always happy, and thankful. Narciso was always talking posetive, never about what is bad in his life. He talks about how his parents had to start over again with their lives to come to @LOCATION1. ""meant leaving behind their familles, friends, and careers..."". This quote meants that his parents gave up everything to come to @LOCATION1. Narciso and his family have lots of friends like them because they keep there arms open to people. Narciso's mood is set in the excerpt from his memoirs.",2,1,2,2
12441,5,"The mood created by the author in memior was his home, His home was, His house was never perfect but he mad it how he need to be and his parent did too and that's what change it into a home for him and the neighborhood made him learn how to learn how to love and how much sacrifice his parents made him have a loving memior for his home town.",1,1,1,1
12442,5,"The mood created by @PERSON1 in the memoir from ""Home:The Blueprints of Our Lives"" is that of a grateful sense. In this memoir Narciso reflected and thanked his parents for their love and sacrifice for him, Narciso also said that he was grateful for the teachings of his parents such as in the line ""It was here where I learned the real definition of ""family."" And ""I will never forget that house or its gracious neighborhood or the many things I learned there about how to love.""",1,1,2,1
12444,5,"The mood of the memoir is one of greatfulness and of @CAPS1. This is because the auothor, Narciso Rodriguez says, ""I will always be greatful to my parents for their love and sacrifice."" In this quote is saying straigh up how he feels, which is grateful. You can also tell that he is implying that he loves his parents. Another quote that supports my main idea is The author says, ""... There is no way to express my gratitude..."" In this quote, just like the last one the author is saying directly how he feels, which is again greatful. In conlcusion the author uses effective techniques to trap the reader in his mood, which is greatful and @CAPS1.",2,2,1,1
12445,5,Narciso was happy and grateful. He was proud of his parents for what they did. His parents left behind thair family and friends to give him A better life. When they Arrived to @LOCATION1 they had to start over. They got A house And fixed upto how they liked it. They fixed up the house to look like A cuban home. His parents All ways took in people who came from cuba And let them stay there untill they got back on there feet. Thats why he was pround And grateful for his parents.,2,2,2,2
12446,5,"The mood created by the author in the memoir is love.                                                                                                         To start off, Narciso had so much love and appreciation for his parents decision to immigrate to @LOCATION1. In paragraph @NUM1 Narciso says, ""There is no way to express my gratitude for the spirit of generosity impressed upon me at such an early age."" The purpose of the author writing this was to strongly show how truly greatful Narciso is for the hardships his parents had to endure to give him a better life. And also to show the love that Narciso will always have for his parents.                                                                                                                                 Next, the author also expresses how important family and friends are to Narciso. In paragraph two Narciso explains her true love for him family and friends, ""Here the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home."" This quote shows how immensely immportant his family and friends involvement in her life is to him. In conclusion, the author purposfully showed how important his parents, family, and friends are to him to grasp the meaning of love he feels for his family.",2,2,2,2
12448,5,"Narciso Rodriguez @CAPS1 the following definition of family in this memoir. In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity & friendship. My mother & father had come to this country with such courage, without any knowledge of the language or the culture. In the United States, they had to start their lives over entirely, taking whatever work they could find. I will always be grateful to my parents for their love & sacrifice. They showed me with their own lives & these teachings have been the basis of my life. It was in the warmth of the kitchen in this humble house where a cuban feast always filled the air with not just scent & music but life & love. It was here where i learned the real definition of ""family"". And for this, i will never forget that house or its gracious neighborhood or the many things i learned there about how to love. I will never forget how my parents turned this simple house into a home.",2,2,3,2
12449,5,"The author of Narciso Rodriguez creates an enjoyably, happy, fun mood.  The author makes every little sentence sound like you actually lived there & or were there at some point. The whole second paragraph is wonderfully written it makes me feel like I honestly was the experiencing his home & the love & kindness of his home. The love & friendship @CAPS1 shared with the people of his neighborhood is also shown in that same paragraph & as well as the other ones too. @CAPS1 shows so much love & thanks to his family & friends & his whole entire neighborhood in his last paragraph. Yet most of all to his parents in his last sentence. ""I will never forget how my parent turned this simple house into a home."" @CAPS1 also especialy shows how hard his parents worked to stay up but still did so much to care for everyone else, all right in paragraph @NUM1.",2,3,3,2
12450,5,"The mood created by the author in the memoir is a good mood. It is a good mood and it also explains the hardships along the way, such as moving from cuba to the united States. It was a good mood because the parents of Narciso Rodriguez always let people who needed help in their home until they could get back on their feet, paragraph four. Their is a nice attitude towards everything through good times and bad always a good attitude. Narciso's parents let family and friends over for dinner all the time for cuban cooking and music. Every One has such a great attitudes. This selection has a soft, nice, and good mood.",2,1,2,1
12451,5,Based on the memoir of Narciso Rodriguez the ovor all mood is thankfull. It is that full because he is thankfull his parents came to america and that his connenity is helpfull. Also he can now have a good career and his family can grow up here to. Also his family and friends are importat to him,2,1,1,1
12452,5,"The mood created by the author in the memoir is very cool and funky. I say this not to make fun of anyone but to thank them. The author says that his parents unwittingly passed on their skills and love for cooking. This piece of evidence is located in paragraph two. The mood is described as joyous, giddy, excited, and elated. This is because the author is starting to figure out what it's like to have a ""family that isn't related by blood but by race and culture. This evidence is located in paragraph @NUM1. The authors parents invited refugees to stay with them until the got back on their feet. His/@CAPS1 parents did this so whenever they needed anything than they would be alright. This final piece of evidence is located in paragraph seven. These are pieces of evidence that describe the mood of the memoir. (And also of where they are located).",1,2,2,1
12453,5,"This story, basically, brings me back memories myself. In the memoir, the author feels a happy, strong, lovable mood. He feels as @CAPS1 those times, are never going to be forgettable, that he's always going to remember those times. That once he gets older, he will take these good times, as granted. Even during bad times, he will look back. Also he will always be thankful, for what his parents have done, to make his life better, and esier. That way he wouldn't have to life a hard depressed life. Hopefully he will always be thankful for that oppertunity, that his parents gave him. I know that @CAPS1 my parents did that for me, I would never forget them.",2,2,2,2
12456,5,"The @CAPS1 created by the author in the memoir is understanding & love, because no matter where you are, you can always bring a piece of where your from and place it where you are at present. For example his parents decorated the Kitchen in cuban ways and listened to cubin music. Keeping their hintage going. And he realizes how great and hardworking his parents are, how good they've been to him. Also even if your not blood related, when loved ones come altogether, who care about eachother, thats family.",1,1,2,1
12457,5,"The mood created by the author in the memoir is gratefulness and happiness. He was grateful because of the sacrifice (moving to the US) his parents did for him. His parents were selfless. ""I will always be grateful to my parents for their love and sacrifice. I've often told them that what they did was a much more courageous thing than I could have ever done."" @CAPS1 part of the mood was happiness. One example is when he learned the definition of family. ""But, in reality, there is no way to express my gratitude for the spirit of generosity impressed upon me at such an early age and the demonstration of how important family and friends are."" Also they made him a home. ""I will never forget how my parents turned this simple house into a home."" ",2,3,2,2
12458,5,"The auther creates a very comfortable and happy mood. In the text, it says, ""within it's walls, my young parents parents created our traditional cuban home, the very heart of which was the kitchen."" This suggests that many of the good memories Narciso had were in his kitchen. The text also says, ""My parents always kept their arms and their door open to the many people we considered family..."" This suggests that Narciso's parents were very caring people, and gave their home a very friendly and welcoming feel. Overall, the author describes the home of Narciso and his family in a very joyful way.",2,2,3,2
12459,5,"Narciso Rodriguez is very grateful of his family. During this memoir he is very excited and thankful for the family he has. Like was said in the memoir ""I will always be greatful of my parents for their love and sacrifice."" @CAPS1 example of how Narciso show that he is greatful is ""I've often told them of my admiration for their strength and perseverance, @CAPS2 thanked them repeatedly"". Narciso says he really has a family, that show they care. He appreciates what his parents have done for him. You can tell his very greatful because of the way he expresses himself about his family. ""In reality there is no way to express my gratitude for the spint of generosity impressed upon me, and demonstrate of how important family and friends are"". He is a caring young boy.",2,2,2,2
12461,5,"The mood of the memoir was happy because, Narciso is happy that their moving, but is still going to miss his old house, but surprised on how his parrents could turn his new home into his new home agian.",1,1,1,1
12462,5,"In the excerpt Narciso Rodriguez from Home: The Blueprints of our lives, the mood created is togetherness, love, and friendship. This story talks about coming to @LOCATION1 and being welcomed in by an aray of people whom you don't know, but are treated like family. ""In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship."" (¶.@NUM1) No matter if you were Spanish, Italian, Cuban, or whatever else, you were treated with love and respect. This portrays the mood of friendship and caring because although they are not ""blood"" family. they take care of eachother as a family member would. Narciso's parents are a large inspiration in his life. ""It was where I learned the real definition of ""family"". And for this, I will never forget that house or its gracious neighborhood or the many things I learned there about how to love. I will never forget how my parents turned the simple house into a home."" (@NUM2). This excerpt shows that by just being there and looking out for eachother brings you closer to one another. ",3,3,3,2
12463,5,"This memoir, ""Narciso Rodriguez,"" from ""Home: The Blueprints of Our Lives,"" is very enjoyable. The mood made it really easy to understand and read.The mood of this story is not funky or funny. The mood is like haveing a regular conversation with a person. I like when the author adds little perenthesis, it gives it a personal touch and adds more of a conversation touch to the mood. For example in paragraph @NUM1, ""Passionate Cuban music (which I adore to this day)."" Its more of a fun fact or personal note.In the memoir, ""Narciso Rodriguez,"" has a very formal mood, with a personal twist. The formal mood makes the memoir easy to understand, while the personal twist makes the story enjoyable to read. This is how to use mood correctly.",2,1,2,1
12465,5,"In the memoir, Narciso Rodriguez, from Home: The Blueprints of our Lives writen by Narciso Rodriguez the mood of the excerpt is nice. I think it is nice because it says that he is prowd of his parents, being @CAPS1 and about home.",1,1,1,1
12466,5,"In this memoir, Narciso Rodriguez, there is a main mood created by the author. I think this mood is happiness. To Narciso and his whole entire family, family is the most important thing. No one leaves a family member out. In his neighborhood there mostly lived, Spanish, Cuban, and Italian immigrants. All these cultures came together in great solidarity and friendship. Narciso's parents came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved. When I read this memoir I felt happy reading it. It let me know how other families who really have nothing, have everything. Narciso's family is very close, and caring for one another, and to them family is the only thing that matters.",2,2,2,1
12469,5,The mood created by the author in this memoir is that hes glad to be born in @LOCATION1. He loves his parents for the sacrifice for making his life easier and better by moving to @ORGANIZATION1.,1,1,1,1
12470,5,"The author, Narciso Rodriguez created a pleasant mood, with a family atmosphere in his memoir. First, he described his childhood home. With the great Cuban music and cuisine, his family, friends and the many celebrations, he painted a vivid image of fun and comfort. Next, he describes his neighborhood. With the many diverse cultures of all the immigrants, they work together, and kindness prevailed. The community would always extend their hands to one who was down on their luck. Third, he describes his friends and family who visited often. Their landlord and his daughter, Alegria; his surrogate grandparents Sergio and Edelmira; His aunts Bertha and Juanita; his cousins Arnold, Maria, and Rosemary; the list goes on. His parents let all who needed a home to stay with them, because they knew that the others would help them if they needed shelter. Finally Narciso described the hardships and sacrifices his parents made for him, for which he is eternally grateful. His parents left behind friends, family, and their good jobs to start anew in @LOCATION3, also that he would live a better life than they. Because of this writing style; because of his vivid imagery; Narciso Rodriguez wrote an article that is not only pleasing to read, but that it also touches the heart.",3,3,3,3
12471,5,"The mood that the author created in this memoir is a happy, emotional, and @CAPS1 and caring. The are happy because the are all living together in a perfect place all together. It is emotional because the care and love for each other. They help each other out. In paragraph @NUM1 it states ""these are two lessons that my parents did not just tellme. They showed me with their lives, and these teachings have been the basic of my life. And those are some of my reason why the author added mood to this memoir",2,3,2,2
12473,5,"The mood of this memoir is suppost to be @CAPS1 and thoughfull or happy feelings. The author is talking about his past, when he was younger. He loves his past life when he was little because it was full of happyness and good times with his family. you @CAPS2't need to be blood related to be family. All these good people got together and became family. And with this family came the good times. Makeing the mood happy. never being able to thank your Parents enough for giving you that chance to live a happy life is also part of the mood. Thankfulness.",2,1,1,1
12476,5,"In the memoir ""Narciso Rodriguez"" from Home: The Blueprints of Our Lives, the mood created by the author in the memoir were happy and loveing. Happy is one of the moods because there are many happy memories in the memoir. ""... endless celebrations..."". Love is one of the moods because in a familey most of the time you love each other. ""I will always be grateful to my parent for their love and sacrifice."" @CAPS1 on the memoir ""Narciso Rodriguez from Home: The @CAPS2 of Our Lives the moods created by the author in the memor were happy and loveing.",2,2,1,1
12477,5,"In the memoir, the author definatly creates a mood that you can obviously see. He creates a mood of friendship in pharagraph @NUM1, ""our land lord and his daughter (my baby sitter and first friend), lived a bove us and graced our kitchen tables for meals more often than not."" Also a feeling of love in pharagraph @NUM1 (again), ""there was often somone staying with us temporarily until they were able to get back on their feet."" The final mood he sets is a feeling of gratefulness in pharagraph @NUM3, ""I will always be grateful to my parents for their love and sacrifice"". Therefore, the overall mood is his appriciation for his family.",1,2,1,1
12478,5,"In the memoir, Narciso Rodriguez, from Home: The Blueprints of Our Lives, a great mood is created by the author. This mood is unity. One reason why the mood is unity is because even while Narciso Rodriguez's parents moved from Cuba to the United States they stayed together. After they had first moved to the @LOCATION3 they had a child and that really shows how much unity came into play. Another reason why the mood of this memoir is unity is because, when the Rodriguez's were first living in the United States, the other immigrants in their neighborhood became family. And paragraph three it says, ""In our neighborhood, despite customs everywhere, all of these cultures came together in great solidarity and friendship."" A synonym for solidarity is unity, so here the author is even saying how his neighborhood all united into one big happy neighborhood. The final reason why the mood of this memoir is unity is because even after all of these years, Rodriguez ""will always be grateful to his parents for their love and sacrifice."" To this day, his family is still united and they all still love each other. In conclusion, in the memoir, Narciso Rodriguez, from Home: The Blueprints of Our Lives, the mood is unity throughout Rodriguez's and his family's whole story.",3,3,3,3
12479,5,"In the article ""@PERSON1"" from Home: The Blueprints of Our Lives the mood created by the author is both loving and appriciative. In the third paragraph, the author describes that the neighborhood, (mostly made up of Spanish, Cuban and Italian immagrants) would come together to help one another if they needed it, and how they could be like a family with out being blood related. In the fourth paragraph explains how extended family members could rely on eachother, because they know that they would do the samething if someone else was in need of help. Those are two examples of how the mood is loving. Another way the mood can be loving, and appriciative, is in paragraph five. Paragraph five shows that @PERSON1' parents would do anything to make their childrens lives better. in this case it was leaving friends, family, and work behind and moving to a totally different country. All in all the mood is given off as loving and appreciative even through the hard times of Narciso's life.",2,3,2,2
